"CODE_OF,C,4","LIB_OF,C,30","CODE_G,C,2","LIB_G,C,15","CODE_D,C,2","LIB_D,C,25","CODE_C,C,2","LIB_C,C,25","CATEGORIE,C,1"
1045,ZOUAIDI HOUCINE,01,TUNIS,17,LE BARDO,,,A
1059,BOUATTOUR MOHAMED,01,TUNIS,17,LE BARDO,,,A
1098,ZOUAIDI HASSEN,01,TUNIS,17,LE BARDO,,,A
1107,GHEDIRA LEILA  NEE MILI,01,TUNIS,17,LE BARDO,,,A
1109,GRASSA MOHAMED KAMEL,01,TUNIS,17,LE BARDO,,,A
1113,HAJJAM SLAHEDDINE,01,TUNIS,17,LE BARDO,,,A
1150,LARGHECH SOUAD NEE SOMRANI,01,TUNIS,17,LE BARDO,,,A
1156,M'BARKI MOHAMED TABRIZI,01,TUNIS,17,LE BARDO,,,A
1163,MELLOULI IMEN EP GORGI,01,TUNIS,17,LE BARDO,,,A
1178,NEFZI ZEINEB,01,TUNIS,17,LE BARDO,,,A
1193,LAOUITI MOHAMED  HEDHILI,01,TUNIS,17,LE BARDO,,,A
1194,SKHIRI HAMDANI NABILA,01,TUNIS,17,LE BARDO,,,A
1197,SNOUSSI LEILA EP KOUBAA,01,TUNIS,17,LE BARDO,,,A
 244,LARGUECH LAMIA,01,TUNIS,17,LE BARDO,,,A
1395,GARRAM HATEM,01,TUNIS,17,LE BARDO,,,A
1007,BEL AJOUZA RACHID,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1012,ZOUITEN HABIB,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1035,BEN ABDALLAH ANIS,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1043,SOCIETE KHEDER ET HELALI,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1056,MESSAADI AMEL FAOUZIA BEY,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1084,DARMOUL CHERIF,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1093,ENNAIFER MOHAMED MONDHER,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1151,LAZZAAR AICHA LAZRAG,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1162,BAKLOUTI HICHEM,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1196,SNOUSSI KHALED,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1200,TABKA HOUDA NEE GHARBI,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
 189,MELLOULI SONIA GHARIANI,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1378,BEN BRAHIM NADRA,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1632,BOUSNINA MAHA EP JANFAOUI,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1664,HARZALLAH INES EP  LOUATI,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
2099,DARGHOUTH DALILA NEE BEN ABDAL,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
2149,AMMAR ZIED,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
2166,ZNAZEN OLFA,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
2213,KHEDHRI AMENI,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
2244,HAMDI ABDELHAKIM,01,TUNIS,19,LE KRAM (ANCIEN EL BHIRA),,,A
1225,GUELMAMI NAIMA,05,ZAGHOUAN,03,BIR MCHARGUA,,,A
1232,KADDACHI MOHAMED SALAH,05,ZAGHOUAN,03,BIR MCHARGUA,,,A
1221,BESSAMRA JALEL,05,ZAGHOUAN,04,EL FAHS,,,A
1222,BEN ABDELALI GHAZI,05,ZAGHOUAN,04,EL FAHS,,,A
1227,FEKIH LOTFI,05,ZAGHOUAN,04,EL FAHS,,,A
1230,SMAALI MOHAMED,05,ZAGHOUAN,04,EL FAHS,,,A
1231,ZERZRI MUSTAPHA,05,ZAGHOUAN,04,EL FAHS,,,A
1429,FERCHICH MOHAMED YASSINE,05,ZAGHOUAN,04,EL FAHS,,,A
1224,GANNOUNI HABIB,05,ZAGHOUAN,05,NADHOUR,,,A
1234,CHABCHOUB MOUNIR,05,ZAGHOUAN,05,NADHOUR,,,A
1777,BEN SLIMEN HOUDA,05,ZAGHOUAN,05,NADHOUR,,,A
1995,MHADHBI BILEL,05,ZAGHOUAN,05,NADHOUR,,,A
1233,EL MAROUENI FETHI,05,ZAGHOUAN,06,SAOUAF,,,A
1220,AMEUR RIDHA,05,ZAGHOUAN,01,ZAGHOUAN,,,A
1223,CHOUROU ABDELLATIF,05,ZAGHOUAN,01,ZAGHOUAN,,,A
1228,EL KARA MOHAMED LOTFI,05,ZAGHOUAN,01,ZAGHOUAN,,,A
1229,GHADOUM CHAMSEDDINE,05,ZAGHOUAN,01,ZAGHOUAN,,,A
1562,MAKDOUD MOHAMED ATEF,05,ZAGHOUAN,01,ZAGHOUAN,,,A
1612,ZAYANE AMINA EP ABDEDDAYEM,05,ZAGHOUAN,01,ZAGHOUAN,,,A
2023,FARHANI SOUMAYA,05,ZAGHOUAN,01,ZAGHOUAN,,,A
1226,HAMMAMI ABDELJALIL,05,ZAGHOUAN,02,ZRIBA,,,A
2140,EL BENNANI WALID,05,ZAGHOUAN,02,ZRIBA,,,A
2175,M'HIR AYET ALLAH,05,ZAGHOUAN,02,ZRIBA,,,A
1308,OUESLATI FATHI,02,ARIANA,,,01,ARIANA,B
1574,DJELLOULI HEDIA EP MASMOUDI,02,ARIANA,,,01,ARIANA,B
1329,GUIGA MOHAMED ZOUBEIR,02,ARIANA,,,11,CITE ETTADHAMEN,B
1837,BEN YAGHLANE NADHIM,02,ARIANA,,,11,CITE ETTADHAMEN,B
1322,MAROUANE MOEZ,02,ARIANA,,,02,KALAAT ANDALOUS,B
1242,ATTALLAH HAFEDH,02,ARIANA,,,06,MNIHLA,B
2282,MEDDEB HAMROUNI SALWA,02,ARIANA,,,06,MNIHLA,B
1431,KOTRANE*  RIADH,02,ARIANA,,,05,RAOUED,B
1808,SARRAI KARIM,02,ARIANA,,,05,RAOUED,B
2280,DZIRI JIHEN,02,ARIANA,,,05,RAOUED,B
1502,BIBI SALMA EP ARBI,02,ARIANA,,,03,SIDI THABET,B
   6,AOUIJ LATIFA,02,ARIANA,,,04,SOUKRA,B
1639,NAJJAR HICHEM,02,ARIANA,,,04,SOUKRA,B
2112,GHARSALLAH SELIMA,02,ARIANA,,,04,SOUKRA,B
1331,BANAOUAZ ALOUANE,07,BEJA,,,01,BEJA,B
2160,TOUJANI FATHI,07,BEJA,,,01,BEJA,B
1711,GUENDIL KHEMAIS,07,BEJA,,,07,GOUBELLAT,B
1801,BEN HAMED HAMED,07,BEJA,,,09,MAAGOULA,B
1948,RIAHI YOSRA,07,BEJA,,,04,MEJEZ EL BAB,B
2063,BEN MESSAOUD MOHIEDDINE,07,BEJA,,,02,NEFZA,B
2274,BOUGHANMI MARIEM,07,BEJA,,,12,SLOUGUIA,B
1589,BOULILA HATEM,07,BEJA,,,06,TEBOURSOUK,B
1269,REGAYA NADHEM,07,BEJA,,,05,TESTOUR,B
1841,SAYAH YESSER,07,BEJA,,,08,ZAHRAT MEDIEN,B
1834,BEN HAMOUDA ABDERRAOUF,03,BEN AROUS,,,01,BEN AROUS,B
2132,BEN HASSINE AMEL,03,BEN AROUS,,,01,BEN AROUS,B
 220,ANNABI SAMIA EP FARAH,03,BEN AROUS,,,09,BOUMHEL BASSATINE,B
1255,BEN ZINA AZZA,03,BEN AROUS,,,03,EL MOUROUJ,B
1721,M'BRAEK SAMI,03,BEN AROUS,,,03,EL MOUROUJ,B
2044,MESSAOUED DHEKRA,03,BEN AROUS,,,03,EL MOUROUJ,B
1235,HALIOUI LAMIA EP M'HIRSI,03,BEN AROUS,,,08,EZZAHRA,B
1302,MARMECH MONCEF,03,BEN AROUS,,,14,FOUCHANA,B
1280,GUILLIM ALIA,03,BEN AROUS,,,07,HAMMAM CHATT,B
1236,ABDENNADHER MOHAMED,03,BEN AROUS,,,06,HAMMAM LIF,B
1916,FADHEL AICHA,03,BEN AROUS,,,11,KHELIDIA,B
1272,ESSAIDI OTHMANE,03,BEN AROUS,,,05,MEGRINE,B
1825,BOUZID WALID,03,BEN AROUS,,,12,MHAMDIA,B
2286,CHROUDI SALAH,03,BEN AROUS,,,12,MHAMDIA,B
1740,MOHSNI NABIL,03,BEN AROUS,,,10,MORNAG,B
2247,EL OUNI CHEYMA,03,BEN AROUS,,,13,naassen,B
1328,KSOURI NEZIHA EP EL OUNI,03,BEN AROUS,,,04,RADES,B
2150,SOUSSI SAMI,03,BEN AROUS,,,04,RADES,B
1507,AHMED RABAB,06,BIZERTE,,,13,AOUSJA,B
1323,SRARFI MAHMOUD,06,BIZERTE,,,01,BIZERTE,B
1362,ABOUDA ABDERRAZAK,06,BIZERTE,,,01,BIZERTE,B
1956,KSOURI MOHAMED HEDI,06,BIZERTE,12,,01,BIZERTE,B
1420,ELLOUZE WISSEM,06,BIZERTE,,,10,EL ALIA,B
1492,ROUABHIA NADIA,06,BIZERTE,,,12,GHAR EL MELH,B
2232,SAIDI NADER,06,BIZERTE,,,16,GHAZALA,B
1282,HAKIRI SLAHEDDINE,06,BIZERTE,,,09,MATEUR,B
1384,KHEDHIRI AMEUR,06,BIZERTE,,,03,MENZEL ABDERRAHME,B
1261,BOUSETTA HICHEM,06,BIZERTE,,,07,MENZEL BOURGUIBA,B
1305,MOKDAD MOHAMED,06,BIZERTE,,,02,MENZEL JEMIL,B
1441,OUESLATI RIM,06,BIZERTE,,,05,METLINE,B
1391,JEBALIA BASSEM,06,BIZERTE,,,06,RAF RAF,B
1318,SANAA MOHAMED FAOUZI,06,BIZERTE,,,04,RAS JEBEL,B
2195,GHANMI AKREM,06,BIZERTE,,,08,SEJNANE,B
1983,BEN GARA AHMED MOHAMED ALI,06,BIZERTE,,,11,TINJA,B
2252,GRIBAA LAMINE,06,BIZERTE,,,14,UTIQUE,B
2245,AYADI DALENDA,21,GABES,,,15,BOUCHEMMA,B
1476,LOUHICHI ZINA,21,GABES,,,02,CHENINI-NAHAL,B
1353,FRIKHA ZOUHIR,21,GABES,,,05,EL HAMMA,B
 794,IBRAHIM HOUCINE (EX:BEN ZID),21,GABES,,,01,GABES,B
1787,EL GHRIBI CHIRAZ,21,GABES,,,01,GABES,B
1816,MOKHTAR MOHAMED FAIEZ,21,GABES,,,01,GABES,B
1455,AMORRI ZIED,21,GABES,,,09,GHANNOUCH,B
2251,TRAB MANEL,21,GABES,,,12,HABIB THAMEUR BOUATTOUCHE,B
2217,GHOULAM OUMAIMA,21,GABES,,,13,KETTANA,B
1388,RJILI MOHAMED,21,GABES,,,06,MARETH,B
1698,FEKILI AMEL,21,GABES,,,10,MATMATA NOUVELLE,B
2287,SAID HOUSSEM EDDINE,21,GABES,,,11,MENZEL HABIB,B
1558,GAIED WIEM,21,GABES,,,03,METOUIA,B
2165,BEN AMOR ISMAIL,21,GABES,,,04,OUEDHREF,B
2266,EL OUNI RIM,21,GABES,,,16,TEBOLBOU,B
2035,SALEM IMED,21,GABES,,,07,ZARRAT,B
2284,YAZIDI ZIED,18,GAFSA,,,10,BELKHIR,B
1805,FEKIH FAKHER,18,GAFSA,,,06,EL GUETAR,B
1489,LASSOUED ANOUAR,18,GAFSA,,,08,EL KSAR,B
1731,EDDALY BAHA,18,GAFSA,,,02,ER-REDEYEF,B
2179,KRIMI AMINA,18,GAFSA,,,01,ES-SNED,B
1301,FADHLI MOHAMED,18,GAFSA,,,04,GAFSA,B
1810,ISSAOUI MOUNA,18,GAFSA,,,04,GAFSA,B
2246,CHIHAOUI MONTASER,18,GAFSA,,,13,LELA,B
2015,NASRI CHAFIK,18,GAFSA,,,07,M'DHILLA,B
1567,AKREMI SOBHI,18,GAFSA,,,03,METLAOUI,B
1735,BEN TAKAYA NEJIB,18,GAFSA,,,05,OUM LARAIES,B
2299,REJEB HAIFA,18,GAFSA,,,09,SIDI AICH,B
2227,SAIDI MARIAM,08,JENDOUBA,,,13,AIN SOBH- NADHOUR,B
1345,ZRIBI WALID,08,JENDOUBA,,,02,BOU SALEM,B
1882,HADJ SALEM HAYZEM,08,JENDOUBA,,,07,FERNANA,B
1621,ABBASSI RABIE,08,JENDOUBA,,,03,GHARDIMAOU,B
1332,AOUADI NOUREDDINE,08,JENDOUBA,,,01,JENDOUBA,B
2290,SAIHI WADY,08,JENDOUBA,,,01,JENDOUBA,B
2121,KEMICHA FARES,08,JENDOUBA,,,04,OUED MELIZ,B
1741,GUEDOUAR LOBNA,08,JENDOUBA,,,05,TABARKA,B
2085,SGHAIER WIEM,11,KAIROUAN,,,04,AIN JLOULA,B
2308,DHIFAOUI MONDHER,11,KAIROUAN,,,17,CHARAITIA-KSOUR,B
1766,DERBALI BELKISS,11,KAIROUAN,,,05,CHEBIKA,B
1912,GHOUILA AYMEN,11,KAIROUAN,,,12,CHERARDA,B
1789,CHEIKH SAMI,11,KAIROUAN,,,07,EL ALA,B
1883,JDIDI FATMA,11,KAIROUAN,,,06,HAFFOUZ,B
1694,AGREBAOUI FATHIA,11,KAIROUAN,,,11,HAJEB EL AYOUN,B
1268,DOUIRA JALEL,11,KAIROUAN,,,01,KAIROUAN,B
1278,GOUIDER MONCEF,11,KAIROUAN,,,01,KAIROUAN,B
1869,ZAGHDOUDI NESRINE,11,KAIROUAN,,,01,KAIROUAN,B
2038,SBOUI ABDERRAHMEN,11,KAIROUAN,,,10,MENZEL MEHIRI,B
1970,JEDIDI MEHDI,11,KAIROUAN,,,03,OUESLATIA,B
2281,BEJAOUI MED ALI,11,KAIROUAN,,,15,RAGUEDA,B
2204,LAHMAR MOHAMED KHALIL,11,KAIROUAN,,,09,SIDI ALI BEN NASRALLAH,B
1361,SBOUI GHASSEN,11,KAIROUAN,,,08,SIDI AMOR BOUHAJLA,B
2238,EZZIDINI MISSAOUI AFEF,11,KAIROUAN,,,13,SISAB- DRIET,B
2208,ARBAOUI AMIRA,12,KASSERINE,,,19,BOUZKAM,B
2186,CHAHMI SLIM,12,KASSERINE,,,12,ENNOUR,B
1843,RABHI MOHAMED BADOUI,12,KASSERINE,,,11,EZZOUHOUR,B
1549,BEN JALLEB SAMI,12,KASSERINE,,,08,FERIANA,B
1776,SAYHI MOHAMED,12,KASSERINE,,,07,FOUSSANA,B
2062,DRIDI OLFA,12,KASSERINE,,,06,HAIDRA,B
2072,ABDELLAOUI SARHANE,12,KASSERINE,,,04,JEDLIANE,B
1320,SLIMI AMOR,12,KASSERINE,,,01,KASSERINE,B
2168,GOUADER ROCHDI,12,KASSERINE,,,10,MAJEL BEL ABBES,B
1342,MANSOURI ABDEMOULA,12,KASSERINE,,,02,SBEITLA,B
1667,MELLEK MOHAMED ALI,12,KASSERINE,,,03,SBIBA,B
2030,JARALLAH IMEN,12,KASSERINE,10,,09,TELEPTE,B
1408,HAYOUNI ABDELBASSET,12,KASSERINE,,,05,THALA,B
1428,BEN AOUN HALIMA,20,KEBILI,,,03,DOUZ,B
2126,BEL HADJ AHMED AHLEM,20,KEBILI,,,04,EL GOLAA,B
1774,KACEM ABDELBACET,20,KEBILI,,,02,JEMNA,B
1877,DRAOUIL WASSEM,20,KEBILI,,,01,KEBILI,B
1765,RAHMANI HOUSSAM,20,KEBILI,,,05,SOUK LAHAD,B
1530,BEDHIAF KARIM,09,LE KEF,,,10,DAHMANI,B
2136,HARGAM TAHER MOUADH,09,LE KEF,,,09,JERISSA,B
1818,OUELHAZI RIADH,09,LE KEF,,,07,KALAAT SENANE,B
1901,BOUGHANEMI OTHMENI HAGER,09,LE KEF,,,11,KSOUR,B
1291,JELJELI ABDESSALAM,09,LE KEF,,,01,LE KEF,B
2199,CHOUK NADER,09,LE KEF,,,02,NEBEUR,B
1873,M'HEDHBI HICHEM,09,LE KEF,,,04,SAKIET SIDI YOUSSEF,B
1727,ABIDI WAFA,09,LE KEF,,,12,SERS,B
1477,BEN LAKHAL AHMED,09,LE KEF,,,05,TAJEROUINE,B
2276,SELLAMI RYM,09,LE KEF,,,13,ZAAFRANE-DIR KEF,B
1471,MAKHLOUF HANEN,16,MAHDIA,,,08,BOU MERDAS,B
2019,ALLAYA WASSIM,16,MAHDIA,,,04,BRADAA,B
2009,SAIDANE SAMI,16,MAHDIA,,,05,CHEBBA,B
1723,MILI ALI,16,MAHDIA,,,11,CHORBANE,B
1327,TURKI AKILA EP BERRIRI,16,MAHDIA,,,10,EL JEM,B
1793,ZGHIBI NISSAF,16,MAHDIA,,,14,HBIRA,B
2211,cherif souad,16,MAHDIA,,,16,HKAIMA,B
2089,SAYBI BECHIR,16,MAHDIA,,,09,KARKAR,B
1319,SIOUD SLAHEDDINE,16,MAHDIA,,,03,KSOUR ESSAF,B
1296,KHALFALLAH MONCEF,16,MAHDIA,,,01,MAHDIA,B
1631,SIDHOUM RAAAFET,16,MAHDIA,,,06,MELLOULECHE,B
1478,CHEBEL ROMDHANA,16,MAHDIA,,,13,OULED CHAMEKH,B
1402,GHAMMAM MOURAD,16,MAHDIA,,,02,REJICHE,B
1959,NASR DHEKRA,16,MAHDIA,,,07,SIDI ALOUANE,B
2300,FERJANI CHEDIA EP MAKDOULI,16,MAHDIA,,,15,SIDI ZID-OULED MOULEHEM,B
1904,BARRAJ MOHAMED,16,MAHDIA,,,12,SOUASSI,B
2273,TAIEB SOUMAYA,16,MAHDIA,,,17,TLELSA,B
1389,KHLAS ABDELKARIM,24,MANOUBA,,,07,BORJ EL AMRI,B
1325,MAALEJ FETHIA EP TRABELSI,24,MANOUBA,,,08,DEN DEN,B
1421,BEN AOUN ABDESSALEM,24,MANOUBA,,,01,DOUAR HICHER,B
1830,ESSOUSSI BELHASSEN,24,MANOUBA,,,01,DOUAR HICHER,B
2210,BEN SGHAIER YOSSER,24,MANOUBA,,,11,EL BASSATINE,B
1895,FRIKHA LOBNA,24,MANOUBA,,,05,EL BATAN,B
1346,HAMDI MOHAMED NACEUR,24,MANOUBA,,,09,JEDAIDA,B
1271,EL OUED NEJIB,24,MANOUBA,,,12,MANOUBA,B
1670,SAIHI GHAZI,24,MANOUBA,,,06,MORNAGUIA,B
1267,BEN OMRANE MOEZ,24,MANOUBA,,,10,OUED ELLIL,B
2229,CHAHLOUL MOHAMED SKANDER,24,MANOUBA,,,10,OUED ELLIL,B
1359,AYADI IMEN,24,MANOUBA,,,04,TEBOURBA,B
1306,NABHENE SALEM,22,MEDENINE,,,06,BEN GUERDANE,B
2007,JARRAY SAMI,22,MEDENINE,,,06,BEN GUERDANE,B
2054,BEL HADJ ALI FATHIA,22,MEDENINE,,,07,BENI KHEDACHE,B
1680,BEN BABIS SAMI,22,MEDENINE,,,02,JERBA AJIM,B
1263,TALMOUDI SANA EP SLIM,22,MEDENINE,,,03,JERBA HOUMET SOUK,B
1815,MAALEJ AHMED,22,MEDENINE,,,03,JERBA HOUMET SOUK,B
1336,HARRABI FAOUZI,22,MEDENINE,,,04,JERBA MIDOUN,B
2164,KNISS WALID,22,MEDENINE,,,04,JERBA MIDOUN,B
1281,HADDAD ANOUAR,22,MEDENINE,,,01,MEDENINE,B
1845,LASSOUED NOUREDDINE,22,MEDENINE,,,01,MEDENINE,B
2249,GUETET YOSRA,22,MEDENINE,,,08,SIDI MAKHLOUF,B
1321,SMAOUI MUSTAPHA,22,MEDENINE,,,05,ZARZIS,B
1812,KNIS INES,22,MEDENINE,,,05,ZARZIS,B
2296,KHENISSI MOHAMED TAJEDDINE,22,MEDENINE,,,10,ZARZIS NORD,B
2053,HAMOUDI YASSINE,15,MONASTIR,09,,21,AMIRET EL HAJJAJ,B
1690,HERGLI AHMED,15,MONASTIR,,,26,BEKALTA,B
1661,AMAMI MOHAMED,15,MONASTIR,,,29,BEMBLA MENARA,B
1493,GONGI GHAZI,15,MONASTIR,,,09,BENI HASSEN,B
1423,ALLOUCH SONIA EP MZALI,15,MONASTIR,,,12,BENNANE BOUDHER,B
1495,SAYADI OLFA,15,MONASTIR,,,15,BOUHJAR,B
1738,BEN SALAH MOUNA,15,MONASTIR,,,24,CHERAHIL,B
2254,EL GHOUL HOUSSEM,15,MONASTIR,,,10,GHENADA,B
1335,HAJJI BADREDDINE,15,MONASTIR,,,04,JEMMAL,B
1454,GUEN NABIL,15,MONASTIR,,,31,KHENIS,B
1279,GRAIET ZOUBEIR,15,MONASTIR,,,17,KSAR HELLAL,B
1348,LANDOLSI NAJOUA EP MRIZEG,15,MONASTIR,,,11,KSIBET MEDIOUNI,B
1792,MANSOUR NIZAR,15,MONASTIR,,,16,LAMTA,B
1474,HACHICHA ISAMEDDINE,15,MONASTIR,,,30,MAZDOUR,B
1918,CHEIKH HASSEN SAWSSAN,15,MONASTIR,,,20,MENZEL FARSI,B
1981,HENIA MAHA,15,MONASTIR,,,08,MENZEL HAYET,B
1448,LIMAM KHALED,15,MONASTIR,,,05,MENZEL KAMEL,B
1994,MGHAIETH ANIS,15,MONASTIR,,,32,MENZEL NOUR,B
1315,ZROUGA MOHAMED SAHBI,15,MONASTIR,,,18,MOKNINE,B
2304,MIGAOU SAMI,15,MONASTIR,,,18,MOKNINE,B
1264,CHAOUCH RIDHA,15,MONASTIR,,,01,MONASTIR,B
1835,SAIDANE SIHEM EP CHAOUCH,15,MONASTIR,,,01,MONASTIR,B
1344,BEN AICHA BECHIR,15,MONASTIR,,,03,OUERDANINE,B
1303,MENZLI RIDHA,15,MONASTIR,,,27,SAHLINE,B
1343,FEKIH MOHAMED,15,MONASTIR,,,14,SAYADA,B
1537,BEN SLIMANE RAOUDHA EP AISSA,15,MONASTIR,,,28,SIDI AMEUR,B
1937,ABDELLAOUI MONTASSAR,15,MONASTIR,,,19,SIDI BENNOUR,B
1304,ZOUITER AMIR SAHBI,15,MONASTIR,,,25,TEBOULBA,B
1490,MASMOUDI AKRAM,15,MONASTIR,,,13,TOUZA,B
1693,MABROUK SAMIR,15,MONASTIR,,,06,ZAOUIET KONTECH,B
1349,THABET NADHMI,15,MONASTIR,,,07,ZERAMDINE,B
1752,BEN REJEB SALWA,04,NABEUL,,,10,AZMOUR,B
1900,AHMED ISSAM,04,NABEUL,,,21,BENI KHALLED,B
1316,SABBAGH NOURI,04,NABEUL,,,02,BENI KHIAR,B
1134,GADHOUM ACHREF,04,NABEUL,,,17,BOUARGOUB,B
2209,BEN JANNET AMIRA,04,NABEUL,,,28,BOUCHRAI - CHRIFET,B
1587,BEL HADJ TAHAR LAMIS,04,NABEUL,,,24,DAR ALLOUCHE,B
1247,SOCIETE PHARMACIE DE NUIT LARO,04,NABEUL,,,20,DAR CHAABANE FEHRI,B
1644,CHEKILI GHASSEN,04,NABEUL,,,11,EL HAOUARIA,B
1962,FEHRI CHADHA,04,NABEUL,,,23,EL MIDA,B
2248,BACCOUCHE ASMA,04,NABEUL,,,25,FOUNDEK JDID SALTEN,B
1262,BEL FEKIH FAOUZI,04,NABEUL,,,16,GROMBALIA,B
2100,HOUICHI MOUNIRA,04,NABEUL,,,19,HAMMAM LAGHZEZ,B
1298,BEN KACHOUT MERIAM,04,NABEUL,,,18,HAMMAMET,B
1856,BEN SAID OMAR,04,NABEUL,,,18,HAMMAMET,B
1290,HENIA FETHI,04,NABEUL,,,09,KELIBIA,B
1289,HMIDA MOHAMED,04,NABEUL,,,05,KORBA,B
2277,TELMOUDI HAITHEM,04,NABEUL,,,05,KORBA,B
2113,BAHRI BECHER,04,NABEUL,,,14,KORBOUS,B
1424,BEN DAAMER CHOKRI,04,NABEUL,,,03,MAAMOURA,B
1286,HAOUARI SAMI,04,NABEUL,,,15,MENZEL BOUZELFA,B
1699,CHARRADA AMEL,04,NABEUL,,,08,MENZEL HORR,B
1585,CHAOUCH YASSER,04,NABEUL,,,07,MENZEL TEMIME,B
1310,KHALIFA MAJED,04,NABEUL,,,01,NABEUL,B
2184,GOUBAA MONCEF,04,NABEUL,,,01,NABEUL,B
2243,BEN MASSAOUD AMENI,04,NABEUL,,,27,SIDI JDID,B
1243,BOUTHELJA SAFOUANE,04,NABEUL,,,12,SLIMENE,B
1522,BADIS OUSSAM,04,NABEUL,,,04,SOMAA,B
1704,HADDAD ASMA,04,NABEUL,,,13,TAKELSA,B
2233,CHEKILI SAFA,04,NABEUL,,,26,TAZAGHRAN ZAOUIET MGAIEZ,B
1366,EL BEHI ABDELWAHEB,04,NABEUL,,,06,TAZERKA,B
2224,YAZIDI ABDELLATIF,04,NABEUL,,,22,ZAOUIET JEDIDI,B
1407,KRICHEN OUSSAMA,17,SFAX,,,09,AGAREB,B
1950,EZZINA NIZER,17,SFAX,,,11,BIR ALI BEN KHALIFA,B
1330,ZOUARI NAJOUA EP KAMMOUN,17,SFAX,,,04,CHIHIA,B
2278,TRIKI RIADH,17,SFAX,,,22,EL AACHECH BOUJARBOU AOUE,B
1274,KALLEL DORRA EP. FENDRI,17,SFAX,,,06,EL AIN,B
2222,MEZGHANI AMINE,17,SFAX,,,18,EL AOUEBED EL KHAZANET,B
1340,MEGDICHE MOHAMED,17,SFAX,,,07,EL HANCHA,B
2230,DZIRI SOUMAYA,17,SFAX,,,23,ENNASR,B
1797,ALIMI ZEINEB,17,SFAX,,,16,GHRIBA,B
1240,AJILI ZOUHAIER,17,SFAX,,,05,GREMDA,B
2264,ABID YOSRA,17,SFAX,,,20,HAJEB,B
2279,MSEDDI YOUSSER EP TRIKI,17,SFAX,,,21,HZAG ELLOUZA,B
1294,KCHAOU CHOKRI,17,SFAX,,,15,JEBENIANA,B
1802,MSEDDI YASSINE,17,SFAX,,,10,KERKENNAH,B
1790,REKIK IKRAMEP LAJNEF,17,SFAX,,,12,MAHRES,B
2094,BOUSRIH RAFIK,17,SFAX,,,08,MENZEL CHAKER,B
2283,KAFFEL MERIEM,17,SFAX,,,19,NADHOUR-SIDI ALI BEN ABED,B
1333,GARGOURI MOHAMED LASSAAD,17,SFAX,,,02,SAKIET EDDAIER,B
1275,FENDRI FAIZA,17,SFAX,,,03,SAKIET EZZIT,B
2295,KAANICHE AMEL EP SOUSSOU,17,SFAX,,,03,SAKIET EZZIT,B
 838,REKIK ABDERRAZEK,17,SFAX,,,01,SFAX,B
1238,ACHICHE ADEL,17,SFAX,,,01,SFAX,B
1239,BEN AMMAR TAHAR,17,SFAX,,,01,SFAX,B
1339,RIAHI HEDIA EP MELLOULI,17,SFAX,,,01,SFAX,B
1538,HAMMAMI ABDERRAZEK,17,SFAX,,,01,SFAX,B
2120,BEN MESSAOUD SALMA,17,SFAX,,,01,SFAX,B
1450,KETATA KHALED,17,SFAX,,,13,SKHIRA,B
2305,AGREBI NAIM,17,SFAX,,,14,THYNA,B
1712,BEN ATTIA ABDELKADER,13,SIDI BOUZID,,,06,BIR EL HFAY,B
2071,JARDAK ZIED,13,SIDI BOUZID,,,02,CEBALET OULED ASKER,B
2306,GUESMI KHAWLA,13,SIDI BOUZID,,,12,ESSAIDA,B
2145,JELALI LAMINE,13,SIDI BOUZID,,,03,JELMA,B
2292,AOUANI SANA EP SLIMENI,13,SIDI BOUZID,,,16,MANSOURA,B
1722,EL MAHDI HANEN,13,SIDI BOUZID,,,08,MEKNASSY,B
1921,BEYAOUI MEJDA,13,SIDI BOUZID,,,09,MEZZOUNA,B
1745,ALLOUCHE BILLEL,13,SIDI BOUZID,,,04,OULED HAFFOUZ,B
1710,AMAMI WAFA,13,SIDI BOUZID,,,05,REGUEB,B
1799,ATALLAH AMIRA,13,SIDI BOUZID,,,07,SIDI ALI BEN AOUN,B
1317,SAIED ALI NOOMEN,13,SIDI BOUZID,,,01,SIDI BOUZID,B
